USC00136910,19700407,EVAP,28,,,0,
USC00136910,19700408,EVAP,107,,,0,
USC00136910,19700409,EVAP,69,,,0,
USC00136910,19700410,EVAP,61,,,0,
USC00136910,19700414,EVAP,3,,,0,
USC00136910,19700415,EVAP,18,,,0,
USC00136910,19700416,EVAP,3,,,0,
USC00136910,19700417,EVAP,43,,,0,
USC00136910,19700421,EVAP,28,,,0,
USC00136910,19700422,EVAP,38,,,0,
USC00136910,19700423,EVAP,137,,,0,
USC00136910,19700424,EVAP,38,,,0,
USC00136910,19700428,EVAP,58,,,0,
USC00136910,19700429,EVAP,84,,,0,
USC00136910,19700430,EVAP,89,,,0,
USC00136910,19700501,EVAP,43,,,0,
USC00136910,19700505,EVAP,81,,,0,
USC00136910,19700506,EVAP,64,,,0,
USC00136910,19700507,EVAP,74,,,0,
USC00136910,19700508,EVAP,97,,,0,
USC00136910,19700512,EVAP,41,,,0,
USC00136910,19700513,EVAP,53,,,0,
USC00136910,19700515,EVAP,5,,,0,
USC00136910,19700519,EVAP,84,,,0,
USC00136910,19700520,EVAP,74,,,0,
USC00136910,19700521,EVAP,94,,,0,
USC00136910,19700522,EVAP,81,,,0,
USC00136910,19700526,EVAP,86,,,0,
USC00136910,19700527,EVAP,64,,,0,
USC00136910,19700528,EVAP,74,,,0,
USC00136910,19700602,EVAP,8,,,0,
USC00136910,19700603,EVAP,33,,,0,
USC00136910,19700604,EVAP,38,,,0,
USC00136910,19700605,EVAP,58,,,0,
USC00136910,19700609,EVAP,74,,,0,
USC00136910,19700610,EVAP,79,,,0,
USC00136910,19700611,EVAP,81,,,0,
USC00136910,19700612,EVAP,46,,,0,
USC00136910,19700616,EVAP,56,,,0,
USC00136910,19700617,EVAP,38,,,0,
USC00136910,19700618,EVAP,81,,,0,
USC00136910,19700619,EVAP,76,,,0,
USC00136910,19700623,EVAP,64,,,0,
USC00136910,19700625,EVAP,99,,,0,
USC00136910,19700626,EVAP,66,,,0,
USC00136910,19700630,EVAP,94,,,0,
USC00136910,19700801,EVAP,99,,,0,
USC00136910,19700804,EVAP,76,,,0,
USC00136910,19700806,EVAP,64,,,0,
USC00136910,19700807,EVAP,104,,,0,
USC00136910,19700809,EVAP,25,,,0,
USC00136910,19700810,EVAP,28,,,0,
USC00136910,19700811,EVAP,56,,,0,
USC00136910,19700812,EVAP,48,,,0,
USC00136910,19700813,EVAP,61,,,0,
USC00136910,19700814,EVAP,51,,,0,
USC00136910,19700815,EVAP,94,,,0,
USC00136910,19700816,EVAP,51,,,0,
USC00136910,19700817,EVAP,61,,,0,
USC00136910,19700818,EVAP,94,,,0,
USC00136910,19700819,EVAP,46,,,0,
USC00136910,19700820,EVAP,74,,,0,
USC00136910,19700821,EVAP,51,,,0,
USC00136910,19700822,EVAP,69,,,0,
USC00136910,19700823,EVAP,33,,,0,
USC00136910,19700824,EVAP,53,,,0,
USC00136910,19700825,EVAP,51,,,0,
USC00136910,19700826,EVAP,56,,,0,
USC00136910,19700827,EVAP,53,,,0,
USC00136910,19700828,EVAP,66,,,0,
USC00136910,19700829,EVAP,58,,,0,
USC00136910,19700830,EVAP,64,,,0,
USC00136910,19700831,EVAP,64,,,0,
USC00136910,19700901,EVAP,48,,,0,
USC00136910,19700902,EVAP,53,,,0,
USC00136910,19700903,EVAP,28,,,0,
USC00136910,19700904,EVAP,48,,,0,
USC00136910,19700905,EVAP,53,,,0,
USC00136910,19700906,EVAP,3,,,0,
USC00136910,19700907,EVAP,61,,,0,
USC00136910,19700908,EVAP,69,,,0,
USC00136910,19700909,EVAP,48,,,0,
USC00136910,19700911,EVAP,48,,,0,
USC00136910,19700912,EVAP,51,,,0,
USC00136910,19700913,EVAP,58,,,0,
USC00136910,19700915,EVAP,3,,,0,
USC00136910,19700916,EVAP,0,,,0,
USC00136910,19700917,EVAP,23,,,0,
USC00136910,19700918,EVAP,5,,,0,
USC00136910,19700919,EVAP,28,,,0,
USC00136910,19700920,EVAP,51,,,0,
USC00136910,19700921,EVAP,51,,,0,
USC00136910,19700922,EVAP,10,,,0,
USC00136910,19700923,EVAP,0,,,0,
USC00136910,19700924,EVAP,10,,,0,
USC00136910,19700925,EVAP,28,,,0,
USC00136910,19700926,EVAP,38,,,0,
USC00136910,19700927,EVAP,69,,,0,
USC00136910,19700928,EVAP,23,,,0,
USC00136910,19700929,EVAP,28,,,0,
USC00136910,19700930,EVAP,48,,,0,
USC00136910,19701001,EVAP,53,,,0,
USC00136910,19701002,EVAP,33,,,0,
USC00136910,19701003,EVAP,81,,,0,
USC00136910,19701004,EVAP,64,,,0,
