week,collected_date,environmental_location,microcystin,x16s,mcy_a_m,mcy_a_p,mcy_a_a,doc_ppm,tkp_mg_p_l,tkn_mg_n_l,cl_mg_cl_l,p_h,mcya_16s,category_d,category_d_ahead,ortho_p_mg_p_l,month.collected_date.,avg_temp,avg_humid,avg_dew,avg_wind,avg_gust,precip,open_water,barren_land,shrub_scrub,herbaceuous,hay_pasture,cultivated_crops,wetlands_sum,developed_sum,forest_sum
1,2018-05-22,Backbone Beach,-0.213420614947716,-0.578550266469819,-0.220834909516514,-0.146871607278846,NA,-0.186840389964406,2.11244266700887,-0.256848137645589,0.472173931864771,-0.797154123890447,-0.249672018332099,1,1,-0.225633268338454,-1.90781794488001,-0.561512177576742,0.469783586700163,-0.258482154649009,-0.512380150208769,0.215454820898137,-0.316179454241665,-0.947433969476486,-0.297997867949224,-0.434947348765106,0.844458265801925,-0.603310570580308,1.11389136646281,-0.600439618989127,-0.325464075839665,0.629148097470067
5,2018-06-19,Backbone Beach,-0.243046857009439,-0.593054658564651,-0.220834909516514,-0.146871607278846,NA,-1.42381965077315,1.0605096170702,-0.385412999742791,0.522746638208097,0.598700408551912,-0.249672018332099,1,1,0.195008546784801,-0.908753518123319,0.182870639805613,1.27917182291453,0.913613891995674,-0.605836119356364,0.0351052741834705,1.78091335988332,-0.947433969476486,-0.297997867949224,-0.434947348765106,0.844458265801925,-0.603310570580308,1.11389136646281,-0.600439618989127,-0.325464075839665,0.629148097470067
14,2018-08-21,Backbone Beach,-0.24688084127625,3.40464829123908,-0.220834909516514,-0.146871607278846,NA,-1.22665674449145,1.075727455044,-0.698284132678642,0.234036989579943,0.798108198900819,-0.249672018332099,1,1,-0.139521730503048,1.08937533539007,-0.758554688060306,1.05842957667425,-0.136849546034938,-0.185284258192185,1.16873099638995,-0.316179454241665,-0.947433969476486,-0.297997867949224,-0.434947348765106,0.844458265801925,-0.603310570580308,1.11389136646281,-0.600439618989127,-0.325464075839665,0.629148097470067
8,2018-07-10,Backbone Beach,-0.249146377433911,0.475607541277999,-0.218708393216702,-0.146871607278846,NA,-1.29500280187583,1.3705730657863,-0.3962016594992,0.375823222714054,-0.59774633354154,-0.248623548342013,1,1,0.0385116994378699,0.0903109086333733,0.773998171256304,-0.192443152020686,0.637176145145513,-0.652564103930162,-0.0421873886942438,-0.316179454241665,-0.947433969476486,-0.297997867949224,-0.434947348765106,0.844458265801925,-0.603310570580308,1.11389136646281,-0.600439618989127,-0.325464075839665,0.629148097470067
15,2018-08-28,Backbone Beach,-0.250366281518806,0.163902191197681,-0.220834909516514,-0.146871607278846,NA,-1.34562951104945,0.990127116441395,0.176496362570158,0.329131943042676,0.598700408551912,-0.249672018332099,1,1,-0.139521730503048,1.08937533539007,0.325179119599298,0.98484882792749,0.913613891995674,-0.278740227339781,0.885324565838328,1.06543463506421,-0.947433969476486,-0.297997867949224,-0.434947348765106,0.844458265801925,-0.603310570580308,1.11389136646281,-0.600439618989127,-0.325464075839665,0.629148097470067
13,2018-08-14,Backbone Beach,-0.252631817676467,3.8202554246795,-0.220834909516514,-0.146871607278846,NA,-1.41003793549811,1.23361252402214,-0.582306040297249,0.266458318251511,-0.996561914239354,-0.249672018332099,1,1,-0.139521730503048,1.08937533539007,0.281391895047394,0.764106581687207,0.758808753759583,-1.02638798052054,-0.866642459389863,-0.316179454241665,-0.947433969476486,-0.297997867949224,-0.434947348765106,0.844458265801925,-0.603310570580308,1.11389136646281,-0.600439618989127,-0.325464075839665,0.629148097470067
12,2018-08-07,Backbone Beach,-0.255245897858384,2.03908199564912,-0.220834909516514,-0.146871607278846,NA,-0.234654504183934,0.805610831009115,-1.06599761937624,-0.759722398046822,-1.59478528528608,-0.249672018332099,1,1,-0.139521730503048,1.08937533539007,-0.353522860955201,1.42633332040806,0.449198477287403,-0.979659995946745,-0.686292912675196,0.226597509414214,-0.947433969476486,-0.297997867949224,-0.434947348765106,0.844458265801925,-0.603310570580308,1.11389136646281,-0.600439618989127,-0.325464075839665,0.629148097470067
10,2018-07-24,Backbone Beach,-0.270930378949884,-0.0943679560117251,-0.220834909516514,-0.146871607278846,NA,-1.17152988339128,-0.8702535758552,-0.640744613977796,0.702433861197704,0.798108198900819,-0.249672018332099,1,1,0.0385116994378699,0.0903109086333733,0.237604670495492,0.0282990942195968,0.194875750185255,-0.278740227339781,0.808031902960614,-0.316179454241665,-0.947433969476486,-0.297997867949224,-0.434947348765106,0.844458265801925,-0.603310570580308,1.11389136646281,-0.600439618989127,-0.325464075839665,0.629148097470067
11,2018-07-31,Backbone Beach,-0.281909515713935,0.485502949217057,-0.220094058676579,-0.146871607278846,NA,-1.41763194187415,-0.0142501898291592,-0.612873909607073,-0.575012152305282,0.000477037505186043,-0.249310096048454,1,1,0.0385116994378699,0.0903109086333733,-0.276895217989371,0.469783586700163,-0.0483894670428867,-0.792748057651554,-0.402886482123577,-0.0201192922475495,-0.947433969476486,-0.297997867949224,-0.434947348765106,0.844458265801925,-0.603310570580308,1.11389136646281,-0.600439618989127,-0.325464075839665,0.629148097470067
7,2018-07-02,Backbone Beach,-0.287486220102024,0.00953382734838088,-0.220834909516514,-0.146871607278846,NA,-1.21850021912458,1.18035009111385,-0.457337398118849,0.343173574826489,-1.19596970458826,-0.249672018332099,1,1,0.0385116994378699,0.0903109086333733,0.0843493845638301,0.24904134045988,0.23910578968128,-0.88620402679915,-0.402886482123577,-0.316179454241665,-0.947433969476486,-0.297997867949224,-0.434947348765106,0.844458265801925,-0.603310570580308,1.11389136646281,-0.600439618989127,-0.325464075839665,0.629148097470067
