week,collected_date,environmental_location,microcystin,x16s,mcy_a_m,mcy_a_p,mcy_a_a,doc_ppm,tkp_mg_p_l,tkn_mg_n_l,cl_mg_cl_l,p_h,mcya_16s,category_d,category_d_ahead,ortho_p_mg_p_l,month(collected_date)
4,2020-06-10,Springbrook Beach,0.007,3693510.03312399,0,0,0,3.68624,0.203,1.046,8.019,8.43,0,1,1,0.002,6
5,2020-06-17,Springbrook Beach,0.005,2642180.02254354,0,0,0,3.40594,0.568,0.566,8.035,8.62,0,1,1,0.003,6
6,2020-06-24,Springbrook Beach,0.22,1291940.66018939,0,0,0,3.471,0.01,0.872,8.173,8.58,0,1,1,0.001,6
7,2020-07-01,Springbrook Beach,0,4938675.13686984,0,0,0,3.433,0.223,0.987,8.37,8.63,0,1,1,0.003,7
8,2020-07-08,Springbrook Beach,0.29,1621969.5502816,7064.48759527742,0,0,3.638,0.246,2.084,8.169,8.8,0.00435549951850261,1,1,0.004,7
9,2020-07-15,Springbrook Beach,0.565,6399154.94345539,0,88957.1505506785,0,3.886,0.371,1.235,8.592,8.38,0,1,1,0.002,7
10,2020-07-22,Springbrook Beach,0.322,1972407.46596362,0,61508.0802601357,0,3.972,0.166,1.357,8.102,8.58714285714286,0,1,1,0.004,7
11,2020-07-28,Springbrook Beach,0.183,11902887.3002461,4413042.9734036,0,0,3.834502386,0.324,1.305,8.427,8.75,0.370753991202819,1,1,0.006,7
12,2020-08-04,Springbrook Beach,0.565,7338451.32419525,301770.619125955,0,0,4.148,0.205,1.748,9.256,8.59111111111111,0.0411218397171896,1,1,0.004,8
13,2020-08-12,Springbrook Beach,0.227,3043305.07804418,456461.370589727,0,0,3.513,0.281,1.778,8.203,8.64,0.149988699418554,1,1,0.001,8
15,2020-08-24,Springbrook Beach,0.895,3807720.94388884,0,19308.1733672065,0,2.783,0.138,1.037,8.489,8.59111111111111,0,1,1,0.008,8
16,2020-08-31,Springbrook Beach,1.072,3061081.56605263,15170.142905321,40508.5770256036,0,3.9624,0.101,1.107,9.92,8.59111111111111,0.00495581139475595,1,NA,0.008,8
1,2020-05-19,Triboji Beach,0.08,11894069.9801101,0,0,0,6.258,0.01,0.573,23.157,8.63,0,1,1,0.001,5
2,2020-05-26,Triboji Beach,0.188,4069723.26676283,0,0,0,5.688,0.053,0.64,21.977,8.44,0,1,1,0.001,5
3,2020-06-02,Triboji Beach,0,13296726.1893277,0,0,0,5.173,0.051,0.596,23.023,8.7,0,1,1,0.003,6
4,2020-06-09,Triboji Beach,0.357,3842438.47577029,0,0,0,5.1536,0.111,0.778,23.093,8.42,0,1,1,0.004,6
5,2020-06-16,Triboji Beach,0,10452925.6770181,0,0,0,5.3492,0.246,0.681,23.557,8.63,0,1,1,0.003,6
6,2020-06-23,Triboji Beach,0.31,1677901.41469465,0,0,0,5.738,0.244,0.701,23.093,8.58,0,1,1,0.003,6
7,2020-06-29,Triboji Beach,0,6651187.03068735,0,0,0,5.33,0.359,0.707,22.817,8.3,0,1,1,0.003,6
8,2020-07-07,Triboji Beach,1.412,3452537.23745651,138549.294762227,0,0,5.609,0.238,2.252,22.238,8.16,0.0401297032394346,1,1,0.014,7
9,2020-07-14,Triboji Beach,0.445,7684255.86462988,38531.7054866536,0,0,5.306,0.092,0.65,22.727,8.45,0.00501437044333888,1,1,0,7
10,2020-07-21,Triboji Beach,0.27,3249735.66274273,75304.8659323824,0,0,4.905,0.136,0.683,23.558,8.24166666666667,0.0231726127130064,1,1,0.004,7
11,2020-07-28,Triboji Beach,0,4952960.27414605,17367.2724479567,0,0,5.5737943418,0.14,0.626,22.636,8.39,0.00350644291225433,1,1,0.004,7
12,2020-08-03,Triboji Beach,0.355,4278396.97624901,522913.576188773,0,0,4.929,0.156,0.642,22.503,8.44,0.122221845960453,1,1,0.005,8
13,2020-08-10,Triboji Beach,0.185,952389.457026578,158747.66419176,0,0,4.938,0.18,0.633,24.486,8.34636363636364,0.166683558937517,1,1,0.003,8
14,2020-08-18,Triboji Beach,0.31,2446100.01072832,10166.2810297994,0,0,4.186,0.111,0.63,22.149,8.34636363636364,0.00415611830473457,1,1,0.003,8
15,2020-08-25,Triboji Beach,0.395,1774786.40197835,0,0,0,4.191,0.046,0.617,14.773,8.46,0,1,1,0.003,8
16,2020-09-02,Triboji Beach,0.117,1644109.48053845,0,0,0,5.10667,0.062,0.583,20.755,8.6,0,1,NA,0.005,9
1,2020-05-18,Union Grove Beach,0,0,0,0,0,5.185,0.051,1.035,13.235,8.56,0.00310696359137504,1,1,0.001,5
2,2020-05-26,Union Grove Beach,0.07,7906520.23783339,0,0,0,4.839,0.116,1.419,12.55,8.66,0,1,1,0.003,5
3,2020-06-01,Union Grove Beach,0,2761058.86949141,0,0,0,3.527,0.107,0.877,12.377,7.89,0,1,1,0.047,6
4,2020-06-08,Union Grove Beach,0,3204162.66863342,0,0,0,3.3176,0.211,0.833,11.966,8.32,0,1,1,0.017,6
5,2020-06-15,Union Grove Beach,0,2552012.47514743,12196.1135809415,0,0,3.82204,0.237,0.774,11.392,8.06,0.00477901801018311,1,1,0.062,6
6,2020-06-22,Union Grove Beach,0.22,2326767.4401358,0,0,0,4.834,0.318,1.041,8.449,7.64,0,1,1,0.159,6
7,2020-07-01,Union Grove Beach,0,1650728.90450609,6147.17100458292,0,0,3.542,0.196,1.155,9.181,8.8,0.00372391310759908,1,3,0.025,7
8,2020-07-06,Union Grove Beach,16.538,4889877.03634034,1294154.6342768,0,0,3.406,0.438,2.045,10.319,8.8,0.264659954567152,3,3,0.008,7
9,2020-07-13,Union Grove Beach,13.818,8420498.44632281,671802.665195446,0,0,3.455,0.26,2.27,10.172,9,0.0797818168933716,3,1,0.003,7
10,2020-07-20,Union Grove Beach,5.575,6364355.60109278,421489.73779384,0,0,7.354,0.26,1.382,10.709,8.94,0.0662266165205271,1,1,0.079,7
11,2020-07-27,Union Grove Beach,2.915,737643.233384568,20860.6982395216,0,0,4.22030957,0.228,1.995,11.2,8.96,0.0282802000959262,1,1,0.007,7
12,2020-08-03,Union Grove Beach,2.96,6542553.42080822,82603.1727881554,0,0,7.202,0.319,2.08,11.39,9.09,0.0126255251543596,1,3,0.005,8
13,2020-08-10,Union Grove Beach,39.825,6621235.43275783,0,127048.393479377,0,5.432,0.528,2.75,11.608,9.53,0,3,3,0.011,8
14,2020-08-19,Union Grove Beach,83.64,3125750.90175688,0,0,0,4.24,0.985,4.598,12.39,9.39,0,3,3,0.085,8
15,2020-08-26,Union Grove Beach,37.09,2782536.8006427,3815962.00576638,0,0,4.167,0.568,3.153,9.621,9.83,1.37139677896982,3,1,0.105,8
16,2020-09-02,Union Grove Beach,5.305,1562434.49036873,182479.532964137,7584.1464889704,0,4.73329,0.547,1.75,10.72,9.72,0.116791797729115,1,NA,0.256,9
1,2020-05-20,Viking Lake Beach,0.142,26244536.11122,63147.4150506507,0,0,5.979,0.039,0.876,9.029,8.59,0.00240611664016625,1,1,0,5
2,2020-05-27,Viking Lake Beach,0.067,8619702.4306345,0,0,0,6.421,0.064,0.79,8.895,8.65,0,1,1,0.001,5
3,2020-06-03,Viking Lake Beach,0,2325811.25793742,0,0,0,5.802,0.081,0.844,9.491,8.61,0,1,1,0.004,6
4,2020-06-10,Viking Lake Beach,0.07,2931896.59966501,0,0,0,6.22784,0.116,0.952,9.153,8.43,0,1,1,0.001,6
5,2020-06-17,Viking Lake Beach,0.232,1448363.16299605,18970.034373549,0,0,6.54494,0.232,0.944,9.447,8.8,0.0130975675564048,1,1,0.003,6
6,2020-06-24,Viking Lake Beach,0.415,12977233.6512166,240056.619235134,0,0,6.41,0.011,1.282,9.788,8.5,0.0184982890565917,1,1,0.003,6
7,2020-07-01,Viking Lake Beach,0,1522549.87226077,28839.7907252959,0,0,5.619,0.25,0.902,9.48,8.34,0.0189417708087768,1,1,0.005,7
8,2020-07-08,Viking Lake Beach,0.295,4289994.4968918,128612.183029835,0,0,5.846,0.179,1.368,9.481,8.66,0.0299795683008491,1,1,0.002,7
9,2020-07-15,Viking Lake Beach,0.66,6974437.26878293,54633.7549144848,0,0,5.664,0.276,0.999,9.739,8.62,0.00783342839127989,1,1,0.001,7
10,2020-07-22,Viking Lake Beach,0.065,13931521.5214705,118244.118353966,0,0,6.457,0.154,1.509,14.491,9.03,0.00848752364712892,1,1,0.002,7
11,2020-07-29,Viking Lake Beach,0.485,2495750.61954462,0,0,0,6.2803868956,0.254,2.053,9.344,8.89,0,1,1,0.004,7
13,2020-08-12,Viking Lake Beach,0.255,3182603.61003933,0,0,0,6.062,0.215,1.776,9.95,9.28,0,1,1,0,8
14,2020-08-17,Viking Lake Beach,0.455,6056341.28938017,0,0,0,4.723,0.149,1.611,9.842,8.63,0,1,1,0.006,8
15,2020-08-24,Viking Lake Beach,1.452,1846114.0023797,16793.3908405074,0,0,4.884,0.121,1.955,10.207,10.94,0.00909661636218572,1,1,0.004,8
16,2020-08-31,Viking Lake Beach,0.785,9473233.58953208,31698.7721158595,0,0,6.26491,0.204,1.496,12.955,10.84,0.00334614066213743,1,NA,0.015,8
1,2021-05-25,Lake Wapello Beach,0,1468414.60064779,0,0,0,7.97175,0.6325,0.658,3.85375,8.5,0,1,1,5e-04,5
2,2021-06-02,Lake Wapello Beach,0,727149.444059612,0,0,0,12.676184,0.6325,0.726,3.6215,8.7,0,1,1,0.00133333333333333,6
3,2021-06-08,Lake Wapello Beach,0,1171483.14449112,0,0,0,12.676184,0.6325,0.726,3.6215,8.5,0,1,1,0.00133333333333333,6
4,2021-06-15,Lake Wapello Beach,0,1750209.18746142,0,0,0,12.676184,0.6325,0.726,3.6215,8.4,0,1,1,0.00133333333333333,6
5,2021-06-22,Lake Wapello Beach,0,1170707.41573651,0,0,0,12.676184,0.6325,0.726,3.6215,8.5,0,1,1,0.00133333333333333,6
6,2021-06-29,Lake Wapello Beach,0,747489.928966828,0,0,0,12.676184,0.6325,0.726,3.6215,8.6,0,1,1,0.00133333333333333,6
7,2021-07-07,Lake Wapello Beach,0,581123.296900107,0,0,0,8.17270482310769,0.342684100709417,0.688384615384615,2.00976923076923,8.8,0,1,1,0.0345555555555556,7
8,2021-07-13,Lake Wapello Beach,0,1152344.15482067,0,0,0,8.17270482310769,0.342684100709417,0.688384615384615,2.00976923076923,8.3,0,1,1,0.0345555555555556,7
9,2021-07-20,Lake Wapello Beach,0,894423.291146841,0,0,0,8.17270482310769,0.342684100709417,0.688384615384615,2.00976923076923,9,0,1,1,0.0345555555555556,7
10,2021-07-27,Lake Wapello Beach,0,732727.924692357,0,0,0,8.17270482310769,0.342684100709417,0.688384615384615,2.00976923076923,8.8,0,1,1,0.0345555555555556,7
11,2021-08-03,Lake Wapello Beach,0,335517.31724864,0,0,0,7.48225230769231,0.33,0.643692307692308,4.71492307692308,8.502,0,1,1,0.021,8
12,2021-08-10,Lake Wapello Beach,0,748255.046803162,0,0,0,7.48225230769231,0.33,0.643692307692308,4.71492307692308,9.6,0,1,1,0.021,8
13,2021-08-17,Lake Wapello Beach,0,1942649.14479157,0,0,0,7.48225230769231,0.33,0.643692307692308,4.71492307692308,8.502,0,1,1,0.021,8
14,2021-08-24,Lake Wapello Beach,0,1376253.39724311,0,0,0,7.48225230769231,0.33,0.643692307692308,4.71492307692308,8.6,0,1,1,0.021,8
15,2021-08-31,Lake Wapello Beach,0,896374.55194336,0,0,0,7.48225230769231,0.33,0.643692307692308,4.71492307692308,7.7,0,1,NA,0.021,8
1,2021-05-26,Rock Creek Beach,0,14244966.4316152,0,0,0,4.5935,0.68925,1.0225,13.9115,8.3,0,1,1,0.0015,5
2,2021-06-02,Rock Creek Beach,0,9169418.95775965,0,0,0,3.81165333333333,0.744,0.901222222222222,13.2818888888889,8.57,0,1,1,0.0146,6
3,2021-06-07,Rock Creek Beach,0,16099996.5603389,0,0,0,3.81165333333333,0.744,0.901222222222222,13.2818888888889,8.5,0,1,1,0.0146,6
4,2021-06-14,Rock Creek Beach,0,13253107.5204441,0,0,0,3.81165333333333,0.744,0.901222222222222,13.2818888888889,8.2,0,1,1,0.0146,6
5,2021-06-21,Rock Creek Beach,0,14482649.4011273,0,0,0,3.81165333333333,0.744,0.901222222222222,13.2818888888889,8.4,0,1,3,0.0146,6
6,2021-06-28,Rock Creek Beach,12.22,25228471.5301197,375070.432361053,0,0,3.81165333333333,0.744,0.901222222222222,13.2818888888889,9,0.01486695029912,3,1,0.0146,6
7,2021-07-07,Rock Creek Beach,0,17055637.3556373,126587.521425655,0,0,4.17982080514286,0.395373546887109,1.00278571428571,12.2834285714286,8.6,0.00742203406334826,1,1,0.02288,7
8,2021-07-12,Rock Creek Beach,0,10990468.7061615,23674.8384852025,0,0,4.17982080514286,0.395373546887109,1.00278571428571,12.2834285714286,7.9,0.0021541245526617,1,1,0.02288,7
9,2021-07-19,Rock Creek Beach,1.42,13785219.0747031,46867.7977079275,34496.0100891896,0,4.17982080514286,0.395373546887109,1.00278571428571,12.2834285714286,8.7,0.00339985875117019,1,1,0.02288,7
10,2021-07-26,Rock Creek Beach,0,9711266.23938037,50823.1699212532,67690.1985352691,0,4.17982080514286,0.395373546887109,1.00278571428571,12.2834285714286,8.7,0.00523342359981431,1,1,0.02288,7
11,2021-08-02,Rock Creek Beach,1.85,14863089.0037868,215295.526281429,104983.0979089,0,4.61592307692308,0.440615384615385,1.27123076923077,12.4777692307692,8.5,0.0144852477319201,1,1,0.0535,8
12,2021-08-09,Rock Creek Beach,1.31,8870855.27463808,127017.288396545,0,0,4.61592307692308,0.440615384615385,1.27123076923077,12.4777692307692,8.4,0.0143184940419093,1,1,0.0535,8
13,2021-08-16,Rock Creek Beach,0,13449893.6782614,0,0,0,4.61592307692308,0.440615384615385,1.27123076923077,12.4777692307692,8.5,0,1,1,0.0535,8
14,2021-08-23,Rock Creek Beach,0,6848276.80923968,0,0,0,4.61592307692308,0.440615384615385,1.27123076923077,12.4777692307692,8.4,0,1,1,0.0535,8
15,2021-08-30,Rock Creek Beach,0,2758011.04113741,0,0,0,4.61592307692308,0.440615384615385,1.27123076923077,12.4777692307692,8.36470588235294,0,1,NA,0.0535,8
1,2021-05-25,Lake Macbride Beach,0,2676457.72911245,0,0,0,5.4465,0.7255,0.71325,30.51675,8.5,0,1,1,5e-04,5
2,2021-06-02,Lake Macbride Beach,0,1455299.13382353,0,0,0,4.519982,0.5515,0.7134,26.0223,8.6,0,1,1,0.00183333333333333,6
3,2021-06-07,Lake Macbride Beach,0,1179657.00259834,0,0,0,4.519982,0.5515,0.7134,26.0223,8.5,0,1,1,0.00183333333333333,6
4,2021-06-14,Lake Macbride Beach,0,1082714.18818749,0,0,0,4.519982,0.5515,0.7134,26.0223,8.4,0,1,1,0.00183333333333333,6
5,2021-06-21,Lake Macbride Beach,0,1470109.14326521,0,0,0,4.519982,0.5515,0.7134,26.0223,8.3,0,1,1,0.00183333333333333,6
6,2021-06-28,Lake Macbride Beach,0,1586054.88996599,0,0,0,4.519982,0.5515,0.7134,26.0223,8.6,0,1,1,0.00183333333333333,6
7,2021-07-07,Lake Macbride Beach,0,296968.627653681,0,0,0,4.89002716157143,0.388971712735727,0.887285714285714,23.7718571428571,8.7,0,1,1,0.0207777777777778,7
8,2021-07-12,Lake Macbride Beach,0,332398.192395726,0,0,0,4.89002716157143,0.388971712735727,0.887285714285714,23.7718571428571,8.5,0,1,1,0.0207777777777778,7
9,2021-07-19,Lake Macbride Beach,0,518267.805843489,0,0,0,4.89002716157143,0.388971712735727,0.887285714285714,23.7718571428571,8.8,0,1,1,0.0207777777777778,7
10,2021-07-26,Lake Macbride Beach,0,1020001.06526154,0,0,0,4.89002716157143,0.388971712735727,0.887285714285714,23.7718571428571,8.9,0,1,1,0.0207777777777778,7
11,2021-08-02,Lake Macbride Beach,0,1245298.70613062,0,0,0,4.93885,0.4066,0.744,26.8493,8.5,0,1,1,0.0196666666666667,8
12,2021-08-09,Lake Macbride Beach,0,545717.814342784,0,0,0,4.93885,0.4066,0.744,26.8493,8.3,0,1,1,0.0196666666666667,8
13,2021-08-16,Lake Macbride Beach,0,2751965.82583639,0,0,0,4.93885,0.4066,0.744,26.8493,8.4,0,1,1,0.0196666666666667,8
14,2021-08-23,Lake Macbride Beach,0,3142200.4020423,0,0,0,4.93885,0.4066,0.744,26.8493,8.2,0,1,1,0.0196666666666667,8
15,2021-08-30,Lake Macbride Beach,0,898852.283273136,0,0,0,4.93885,0.4066,0.744,26.8493,8.62357142857143,0,1,NA,0.0196666666666667,8
1,2021-05-26,Lake Keomah Beach,0,5609517.87840037,0,0,0,6.6795,0.67125,0.844,17.31375,8.18,0,1,1,0.0015,5
2,2021-06-02,Lake Keomah Beach,0,6493711.84107579,0,0,0,7.456986,0.664,1.3007,17.5185,9.13,0,1,1,0.0025,6
3,2021-06-08,Lake Keomah Beach,0,13282995.6764804,0,0,0,7.456986,0.664,1.3007,17.5185,9.2,0,1,1,0.0025,6
4,2021-06-15,Lake Keomah Beach,0,7048209.51503963,23067.5505703706,0,0,7.456986,0.664,1.3007,17.5185,8.8,0.00327282418622041,1,1,0.0025,6
5,2021-06-22,Lake Keomah Beach,0,5755292.03226707,13125.9519507838,0,0,7.456986,0.664,1.3007,17.5185,8.5,0.00228067522502648,1,1,0.0025,6
6,2021-06-29,Lake Keomah Beach,0,6508621.92424415,0,0,0,7.456986,0.664,1.3007,17.5185,8.9,0,1,1,0.0025,6
7,2021-07-07,Lake Keomah Beach,0,4058392.65583257,0,0,0,8.29926329801538,0.453507302823759,1.73515384615385,11.8393076923077,8.9,0,1,1,0.0235555555555556,7
8,2021-07-13,Lake Keomah Beach,0,3534418.76422301,0,0,0,8.29926329801538,0.453507302823759,1.73515384615385,11.8393076923077,7.7,0,1,1,0.0235555555555556,7
9,2021-07-20,Lake Keomah Beach,0,5321278.24277915,0,0,0,8.29926329801538,0.453507302823759,1.73515384615385,11.8393076923077,9.4,0,1,1,0.0235555555555556,7
10,2021-07-27,Lake Keomah Beach,0,3116648.70357178,0,0,0,8.29926329801538,0.453507302823759,1.73515384615385,11.8393076923077,9.4,0,1,1,0.0235555555555556,7
11,2021-08-03,Lake Keomah Beach,0,13150879.4877983,0,0,0,7.21015384615385,0.630923076923077,3.0155,14.6718846153846,9.09,0,1,1,0.099,8
12,2021-08-10,Lake Keomah Beach,0,2509635.21028802,0,0,0,7.21015384615385,0.630923076923077,3.0155,14.6718846153846,8.3,0,1,1,0.099,8
13,2021-08-17,Lake Keomah Beach,0,3905699.62448519,0,0,0,7.21015384615385,0.630923076923077,3.0155,14.6718846153846,9.09,0,1,1,0.099,8
14,2021-08-24,Lake Keomah Beach,0,2891053.5551951,0,0,0,7.21015384615385,0.630923076923077,3.0155,14.6718846153846,9.04,0,1,1,0.099,8
15,2021-08-31,Lake Keomah Beach,0,4681882.48307197,0,0,0,7.21015384615385,0.630923076923077,3.0155,14.6718846153846,8.3,0,1,NA,0.099,8
1,2021-05-26,Viking Lake Beach,0,3412969.7629126,0,0,0,7.24325,0.655,0.662,8.8115,8.8,0,1,1,5e-04,5
2,2021-06-01,Viking Lake Beach,0,2164770.08302836,0,0,0,6.42753111111111,0.558888888888889,0.672555555555556,8.69933333333333,9.2,0,1,1,0.004,6
3,2021-06-09,Viking Lake Beach,0,4631395.82326383,0,0,0,6.42753111111111,0.558888888888889,0.672555555555556,8.69933333333333,8.62230769230769,0,1,1,0.004,6
4,2021-06-16,Viking Lake Beach,0,2646727.96926066,0,0,0,6.42753111111111,0.558888888888889,0.672555555555556,8.69933333333333,8.8,0,1,1,0.004,6
5,2021-06-23,Viking Lake Beach,0,1278349.20265042,0,27309.619301226,0,6.42753111111111,0.558888888888889,0.672555555555556,8.69933333333333,8.4,0,1,1,0.004,6
6,2021-06-30,Viking Lake Beach,0,1635869.42370359,0,8875.46101031476,0,6.42753111111111,0.558888888888889,0.672555555555556,8.69933333333333,8.9,0,1,1,0.004,6
7,2021-07-06,Viking Lake Beach,0,1720782.48656497,0,0,0,6.98983745350769,0.42496272082348,0.797769230769231,8.63138461538461,8.8,0,1,1,0.03375,7
8,2021-07-14,Viking Lake Beach,0,895566.717683231,9012.74202214729,0,0,6.98983745350769,0.42496272082348,0.797769230769231,8.63138461538461,8.5,0.0100637304225224,1,1,0.03375,7
9,2021-07-21,Viking Lake Beach,0,1568072.87979953,11220.6240696043,0,0,6.98983745350769,0.42496272082348,0.797769230769231,8.63138461538461,8.8,0.00715567765641022,1,1,0.03375,7
10,2021-07-28,Viking Lake Beach,0,1138036.62938018,0,0,0,6.98983745350769,0.42496272082348,0.797769230769231,8.63138461538461,8.8,0,1,1,0.03375,7
11,2021-08-04,Viking Lake Beach,0,764652.452508322,0,0,0,7.55573875,0.566125,0.91,9.79775,9.03636363636364,0,1,1,0.00625,8
12,2021-08-11,Viking Lake Beach,0,1788587.09097928,0,0,0,7.55573875,0.566125,0.91,9.79775,8.41,0,1,1,0.00625,8
13,2021-08-18,Viking Lake Beach,0,3218439.7337533,0,0,0,7.55573875,0.566125,0.91,9.79775,8.5,0,1,1,0.00625,8
14,2021-08-25,Viking Lake Beach,0,3330220.92298394,0,0,0,7.55573875,0.566125,0.91,9.79775,8.2,0,1,1,0.00625,8
15,2021-09-01,Viking Lake Beach,0,2365501.2176358,0,0,0,6.99370390135805,0.523277306217575,0.77516363960114,8.96155635683761,8.3,0,1,NA,0.014734375,9
1,2021-05-26,Lake of Three Fires Beach,0,14344063.9036974,0,0,0,9.49775,0.70975,0.954,7.08075,8.4,0,1,1,0.0155,5
2,2021-06-01,Lake of Three Fires Beach,2.77,6437456.67790433,0,0,0,10.1881177777778,0.694333333333333,1.22333333333333,6.78577777777778,8.96,0,1,1,0.0134,6
3,2021-06-09,Lake of Three Fires Beach,2.4,7780493.63695312,0,0,0,10.1881177777778,0.694333333333333,1.22333333333333,6.78577777777778,9.00230769230769,0,1,1,0.0134,6
4,2021-06-16,Lake of Three Fires Beach,1.07,3978869.49747662,0,0,0,10.1881177777778,0.694333333333333,1.22333333333333,6.78577777777778,9.1,0,1,1,0.0134,6
5,2021-06-23,Lake of Three Fires Beach,0,3787194.69888767,0,103838.325892573,0,10.1881177777778,0.694333333333333,1.22333333333333,6.78577777777778,8.4,0,1,1,0.0134,6
6,2021-06-30,Lake of Three Fires Beach,3.21,4920602.22439835,35278.6127954041,47376.4791470603,0,10.1881177777778,0.694333333333333,1.22333333333333,6.78577777777778,9,0.00716957217563297,1,1,0.0134,6
7,2021-07-06,Lake of Three Fires Beach,0,6093506.1532576,15068.8247195978,52805.1955478866,0,10.6956666666667,0.417684026522001,1.527,6.30066666666667,9.2,0.00247293173102681,1,1,0.0483,7
8,2021-07-14,Lake of Three Fires Beach,0,3072784.36523209,0,57692.8766837923,0,10.6956666666667,0.417684026522001,1.527,6.30066666666667,8.9,0,1,1,0.0483,7
9,2021-07-21,Lake of Three Fires Beach,0,2693507.17354728,0,0,0,10.6956666666667,0.417684026522001,1.527,6.30066666666667,9.4,0,1,3,0.0483,7
10,2021-07-28,Lake of Three Fires Beach,12.67,2226169.10251232,0,0,0,10.6956666666667,0.417684026522001,1.527,6.30066666666667,9.4,0,3,1,0.0483,7
11,2021-08-04,Lake of Three Fires Beach,0,2965926.88034301,0,0,0,8.48799923076923,0.395153846153846,1.38730769230769,6.62915384615385,9.3,0,1,1,0.0222222222222222,8
12,2021-08-11,Lake of Three Fires Beach,0,2160668.56518605,0,0,0,8.48799923076923,0.395153846153846,1.38730769230769,6.62915384615385,9.04,0,1,1,0.0222222222222222,8
13,2021-08-18,Lake of Three Fires Beach,0,2786220.21818508,0,0,0,8.48799923076923,0.395153846153846,1.38730769230769,6.62915384615385,9,0,1,1,0.0222222222222222,8
14,2021-08-25,Lake of Three Fires Beach,0,1574020.28322595,0,0,0,8.48799923076923,0.395153846153846,1.38730769230769,6.62915384615385,8.7,0,1,1,0.0222222222222222,8
15,2021-09-01,Lake of Three Fires Beach,0,3559855.83635847,0,0,0,9.77520095415695,0.507691428276365,1.3544344988345,6.59659856254856,8.7,0,1,NA,0.0283741414141414,9
1,2021-05-26,Green Valley Beach,0,9072546.49756561,0,0,0,7.65525,0.7125,0.7135,8.542,8.8,0,1,1,0.001,5
2,2021-06-01,Green Valley Beach,0,34156547.3972807,0,0,0,8.14922,0.766,1.0447,8.6119,8.8,0,1,1,0.0188333333333333,6
3,2021-06-09,Green Valley Beach,0,4734701.49932967,0,0,0,8.14922,0.766,1.0447,8.6119,8.54785714285714,0,1,1,0.0188333333333333,6
4,2021-06-16,Green Valley Beach,0,2961152.52893631,0,0,0,8.14922,0.766,1.0447,8.6119,8.7,0,1,1,0.0188333333333333,6
5,2021-06-23,Green Valley Beach,0,3489894.10352944,0,0,0,8.14922,0.766,1.0447,8.6119,8.9,0,1,1,0.0188333333333333,6
6,2021-06-30,Green Valley Beach,0,4001468.94075439,21908.5452304081,0,0,8.14922,0.766,1.0447,8.6119,9,0.00547512564880179,1,1,0.0188333333333333,6
7,2021-07-06,Green Valley Beach,5.09,2456732.70464083,52886.4810266413,0,0,10.6196724569143,0.57172965641953,1.84121428571429,9.17978571428571,9.4,0.0215271612278932,1,3,0.371888888888889,7
8,2021-07-14,Green Valley Beach,12.65,4606019.29116888,377199.58292418,0,0,10.6196724569143,0.57172965641953,1.84121428571429,9.17978571428571,9.1,0.0818927492655936,3,3,0.371888888888889,7
9,2021-07-21,Green Valley Beach,12.53,4506157.20574496,321198.853097218,0,0,10.6196724569143,0.57172965641953,1.84121428571429,9.17978571428571,10,0.0712799927813698,3,1,0.371888888888889,7
10,2021-07-28,Green Valley Beach,0,3372868.95184287,235700.087957232,0,0,10.6196724569143,0.57172965641953,1.84121428571429,9.17978571428571,9.8,0.0698811875950444,1,1,0.371888888888889,7
11,2021-08-04,Green Valley Beach,6.69,9056171.61059094,173729.265194792,0,0,7.49433333333333,0.600166666666667,1.36291666666667,8.403,9.1,0.0191835217644971,1,1,0.1925,8
12,2021-08-11,Green Valley Beach,3.42,5002253.61784513,378255.020332863,0,0,7.49433333333333,0.600166666666667,1.36291666666667,8.403,8.99,0.0756169217377282,1,3,0.1925,8
13,2021-08-18,Green Valley Beach,8.84,3516093.50845327,384028.272811929,0,0,7.49433333333333,0.600166666666667,1.36291666666667,8.403,8.7,0.10922015352796,3,3,0.1925,8
14,2021-08-25,Green Valley Beach,32.37,4094973.63476463,619739.922213643,0,0,7.49433333333333,0.600166666666667,1.36291666666667,8.403,9.03,0.151341614742597,3,3,0.1925,8
15,2021-09-01,Green Valley Beach,18.22,2950978.24171416,1988829.50712821,0,0,7.45617,0.598,2.948,8.162,9.09,0.673956005169641,3,NA,0.219,9
1,2021-05-25,Lake Darling Beach,0,3994254.44614993,0,0,0,7.987,0.714,0.943,18.98225,8.7,0,1,3,0.094,5
2,2021-06-02,Lake Darling Beach,48.46,204316.893648968,0,0,0,8.29229,0.7906,1.3316,16.7284,8.8,0,3,3,0.0505,6
3,2021-06-08,Lake Darling Beach,42.36,287357.986067218,0,0,0,8.29229,0.7906,1.3316,16.7284,9,0,3,1,0.0505,6
4,2021-06-15,Lake Darling Beach,1.15,1424574.3524391,146382.402462774,0,0,8.29229,0.7906,1.3316,16.7284,8.6,0.102755185934763,1,3,0.0505,6
5,2021-06-22,Lake Darling Beach,11.48,3839796.41143761,903526.92300554,0,0,8.29229,0.7906,1.3316,16.7284,9.1,0.235305944949113,3,3,0.0505,6
6,2021-06-29,Lake Darling Beach,20.24,3935683.05885305,1185949.3663264,0,0,8.29229,0.7906,1.3316,16.7284,9.3,0.30133253836553,3,3,0.0505,6
7,2021-07-07,Lake Darling Beach,8.73,1679436.29405145,249761.984918328,0,0,9.25714742593846,0.671917076923077,1.94669230769231,13.6041153846154,10,0.148717748808325,3,3,0.117777777777778,7
